Age,Gender,HCCI_category,HCCI_outpatient_service_type,RX_generic_brand_indicator,HCCI_subcategory,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
19-25,Female,IP,NA,NA,Substance Use,2015,28.726,3.962,"9,152.64","1,262.45",3.139,1.002,"9,166.77","1,264.39",3.134,0.143,0.114,0.037,0.102,0.002,0.039,0.101,0.143,0.114,0.037,0.102,0.002,0.039,0.101
19-25,Female,IP,NA,NA,Substance Use,2016,32.678,4.54,"10,217.45","1,419.43",3.198,0.989,"10,103.62","1,403.62",3.234,0.138,0.146,0.116,0.019,-0.013,0.102,0.032,0.301,0.276,0.158,0.123,-0.011,0.145,0.136
19-25,Female,IP,NA,NA,Substance Use,2017,37.428,4.807,"11,457.01","1,471.56",3.267,0.984,"11,269.38","1,447.47",3.321,0.145,0.059,0.121,0.021,-0.005,0.115,0.027,0.49,0.351,0.298,0.147,-0.016,0.277,0.166
19-25,Female,IP,NA,NA,Substance Use,2018,35.245,4.15,"12,095.70","1,424.41",2.914,0.976,"11,807.48","1,390.47",2.985,-0.058,-0.137,0.056,-0.108,-0.008,0.048,-0.101,0.403,0.167,0.371,0.023,-0.024,0.338,0.048
19-25,Female,IP,NA,NA,Surgical,2014,139.62,4.682,"33,407.14","1,120.19",4.179,1,"33,407.14","1,120.19",4.179,,,,,,,,0,0,0,0,0,0,0
19-25,Female,IP,NA,NA,Surgical,2015,146.474,4.552,"35,710.35","1,109.77",4.102,1.01,"36,050.45","1,120.34",4.063,0.049,-0.028,0.069,-0.019,0.01,0.079,-0.028,0.049,-0.028,0.069,-0.019,0.01,0.079,-0.028
19-25,Female,IP,NA,NA,Surgical,2016,148.631,4.339,"34,303.40","1,001.38",4.333,1.029,"35,286.83","1,030.09",4.212,0.015,-0.047,-0.039,0.056,0.019,-0.021,0.037,0.065,-0.073,0.027,0.037,0.029,0.056,0.008
19-25,Female,IP,NA,NA,Surgical,2017,155.575,4.029,"40,436.86","1,047.22",3.847,1.057,"42,744.26","1,106.97",3.64,0.047,-0.071,0.179,-0.112,0.028,0.211,-0.136,0.114,-0.139,0.21,-0.079,0.057,0.279,-0.129
19-25,Female,IP,NA,NA,Surgical,2018,154.803,4.307,"39,826.16","1,108.01",3.887,0.994,"39,606.77","1,101.91",3.909,-0.005,0.069,-0.015,0.01,-0.059,-0.073,0.074,0.109,-0.08,0.192,-0.07,-0.006,0.186,-0.065
19-25,Female,OP,All,NA,All Outpatient,2014,"1,001.00",201.453,502.31,101.091,"1,992.79",1,502.31,101.091,"1,992.79",,,0,0,0,0,0,0,0,0,0,0,0,0
19-25,Female,OP,All,NA,All Outpatient,2015,"1,049.65",215.376,516.154,105.908,"2,033.61",1.005,518.803,106.452,"2,023.22",0.049,0.069,0.027,0.022,0.008,0.035,0.013,0.049,0.069,0.027,0.022,0.008,0.035,0.013
19-25,Female,OP,All,NA,All Outpatient,2016,"1,118.20",233.242,537.043,112.021,"2,082.13",0.984,528.503,110.239,"2,115.78",0.065,0.083,0.04,0.025,0.003,0.043,0.022,0.117,0.158,0.068,0.047,0.011,0.08,0.035
19-25,Female,OP,All,NA,All Outpatient,2017,"1,160.22",246.168,559.924,118.801,"2,072.11",0.969,542.842,115.176,"2,137.31",0.038,0.055,0.043,-0.004,-0.007,0.035,0.003,0.159,0.222,0.115,0.043,0.004,0.118,0.038
19-25,Female,OP,All,NA,All Outpatient,2018,"1,208.74",260.436,577.366,124.4,"2,093.54",0.966,557.521,120.124,"2,168.06",0.042,0.058,0.032,0.011,0.012,0.043,-0.001,0.208,0.293,0.153,0.056,0.016,0.168,0.037
19-25,Female,OP,Procedure,NA,All Outpatient Procedures,2014,322.048,65.645,194.973,39.742,"1,651.76",1,194.973,39.742,"1,651.76",,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Procedure,NA,All Outpatient Procedures,2015,332.857,68.379,192.334,39.511,"1,730.62",1.031,198.346,40.746,"1,678.16",0.034,0.042,-0.014,0.048,0.031,0.017,0.016,0.034,0.042,-0.014,0.048,0.031,0.017,0.016
19-25,Female,OP,Procedure,NA,All Outpatient Procedures,2016,357.562,74.375,196.849,40.946,"1,816.43",1.027,202.206,42.06,"1,768.31",0.074,0.088,0.023,0.05,-0.004,0.019,0.054,0.11,0.133,0.01,0.1,0.027,0.037,0.071
19-25,Female,OP,Procedure,NA,All Outpatient Procedures,2017,363.711,76.594,198.008,41.698,"1,836.85",1.026,203.13,42.777,"1,790.53",0.017,0.03,0.006,0.011,-0.001,0.005,0.013,0.129,0.167,0.016,0.112,0.026,0.042,0.084
19-25,Female,OP,Procedure,NA,All Outpatient Procedures,2018,368.587,79.832,191.167,41.405,"1,928.09",1.057,201.983,43.748,"1,824.84",0.013,0.042,-0.035,0.05,0.03,-0.006,0.019,0.145,0.216,-0.02,0.167,0.057,0.036,0.105
19-25,Female,OP,Procedure,NA,Ambulance,2014,28.462,4.673,596.521,97.942,47.714,1,596.521,97.942,47.714,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Procedure,NA,Ambulance,2015,29.792,5.099,594.288,101.712,50.131,1.007,598.529,102.438,49.776,0.047,0.091,-0.004,0.051,0.007,0.003,0.043,0.047,0.091,-0.004,0.051,0.007,0.003,0.043
19-25,Female,OP,Procedure,NA,Ambulance,2016,32.091,5.509,614.687,105.522,52.207,1.003,616.468,105.828,52.056,0.077,0.08,0.034,0.041,-0.004,0.03,0.046,0.127,0.179,0.03,0.094,0.003,0.033,0.091
19-25,Female,OP,Procedure,NA,Ambulance,2017,32.486,5.557,626.004,107.081,51.895,0.974,609.676,104.288,53.284,0.012,0.009,0.018,-0.006,-0.029,-0.011,0.024,0.141,0.189,0.049,0.088,-0.026,0.022,0.117
19-25,Female,OP,Procedure,NA,Ambulance,2018,29.802,5.195,583.168,101.665,51.104,1.009,588.205,102.543,50.666,-0.083,-0.065,-0.068,-0.015,0.036,-0.035,-0.049,0.047,0.112,-0.022,0.071,0.009,-0.014,0.062
19-25,Female,OP,Procedure,NA,DME,2014,22.114,5.283,190.747,45.569,115.934,1,190.747,45.569,115.934,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Procedure,NA,DME,2015,23.853,5.536,189.239,43.92,126.047,1.049,198.567,46.085,120.126,0.079,0.048,-0.008,0.087,0.049,0.041,0.036,0.079,0.048,-0.008,0.087,0.049,0.041,0.036
19-25,Female,OP,Procedure,NA,DME,2016,25.648,6.082,194.026,46.012,132.186,0.987,191.564,45.428,133.885,0.075,0.099,0.025,0.049,-0.059,-0.035,0.115,0.16,0.151,0.017,0.14,-0.013,0.004,0.155
19-25,Female,OP,Procedure,NA,DME,2017,25.752,5.977,192.486,44.673,133.788,0.946,182.082,42.259,141.433,0.004,-0.017,-0.008,0.012,-0.042,-0.049,0.056,0.165,0.131,0.009,0.154,-0.054,-0.045,0.22
19-25,Female,OP,Procedure,NA,DME,2018,27.901,6.325,188.919,42.829,147.689,1.068,201.712,45.729,138.323,0.083,0.058,-0.019,0.104,0.129,0.108,-0.022,0.262,0.197,-0.01,0.274,0.068,0.057,0.193
19-25,Female,OP,Procedure,NA,Lab,2014,68.628,16.084,71.83,16.835,955.412,1,71.83,16.835,955.412,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Procedure,NA,Lab,2015,66.442,16.196,68.991,16.817,963.058,0.997,68.798,16.77,965.759,-0.032,0.007,-0.04,0.008,-0.003,-0.042,0.011,-0.032,0.007,-0.04,0.008,-0.003,-0.042,0.011
19-25,Female,OP,Procedure,NA,Lab,2016,75.649,18.396,71.579,17.407,"1,056.86",1.03,73.753,17.935,"1,025.70",0.139,0.136,0.038,0.097,0.033,0.072,0.062,0.102,0.144,-0.004,0.106,0.03,0.027,0.074
19-25,Female,OP,Procedure,NA,Lab,2017,74.275,19.416,68.958,18.026,"1,077.12",1.044,71.985,18.817,"1,031.82",-0.018,0.055,-0.037,0.019,0.013,-0.024,0.006,0.082,0.207,-0.04,0.127,0.044,0.002,0.08
19-25,Female,OP,Procedure,NA,Lab,2018,69.015,19.426,63.908,17.989,"1,079.90",1.027,65.622,18.471,"1,051.69",-0.071,0,-0.073,0.003,-0.016,-0.088,0.019,0.006,0.208,-0.11,0.13,0.027,-0.086,0.101
19-25,Female,OP,Procedure,NA,Other Outpatient,2014,119.506,17.764,310.843,46.204,384.459,1,310.843,46.204,384.459,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Procedure,NA,Other Outpatient,2015,128.454,18.794,313.595,45.882,409.617,1.036,324.85,47.529,395.425,0.075,0.058,0.009,0.065,0.036,0.045,0.029,0.075,0.058,0.009,0.065,0.036,0.045,0.029
19-25,Female,OP,Procedure,NA,Other Outpatient,2016,138.64,20.028,320.083,46.241,433.136,1.054,337.373,48.738,410.938,0.079,0.066,0.021,0.057,0.018,0.039,0.039,0.16,0.127,0.03,0.127,0.054,0.085,0.069
19-25,Female,OP,Procedure,NA,Other Outpatient,2017,144.747,20.952,325.967,47.184,444.056,1.056,344.187,49.821,420.549,0.044,0.046,0.018,0.025,0.002,0.02,0.023,0.211,0.179,0.049,0.155,0.056,0.107,0.094
19-25,Female,OP,Procedure,NA,Other Outpatient,2018,152.279,22.174,322.467,46.955,472.231,1.076,347.005,50.528,438.838,0.052,0.058,-0.011,0.063,0.019,0.008,0.043,0.274,0.248,0.037,0.228,0.076,0.116,0.141
19-25,Female,OP,Procedure,NA,Radiology,2014,83.338,21.841,562.178,147.335,148.241,1,562.178,147.335,148.241,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Procedure,NA,Radiology,2015,84.316,22.754,574.197,154.956,146.841,0.998,573.279,154.708,147.076,0.012,0.042,0.021,-0.009,-0.002,0.02,-0.008,0.012,0.042,0.021,-0.009,-0.002,0.02,-0.008
19-25,Female,OP,Procedure,NA,Radiology,2016,85.535,24.359,584.804,166.543,146.262,1.004,586.963,167.158,145.725,0.014,0.071,0.018,-0.004,0.005,0.024,-0.009,0.026,0.115,0.04,-0.013,0.004,0.044,-0.017
19-25,Female,OP,Procedure,NA,Radiology,2017,86.449,24.692,601.732,171.866,143.667,1.002,602.674,172.135,143.443,0.011,0.014,0.029,-0.018,-0.002,0.027,-0.016,0.037,0.131,0.07,-0.031,0.002,0.072,-0.032
19-25,Female,OP,Procedure,NA,Radiology,2018,89.59,26.712,613.747,182.996,145.972,1.005,616.515,183.821,145.316,0.036,0.082,0.02,0.016,0.003,0.023,0.013,0.075,0.223,0.092,-0.015,0.005,0.097,-0.02
19-25,Female,OP,Visits,NA,All Outpatient Visits,2014,678.949,135.808,"1,990.90",398.234,341.027,1,"1,990.90",398.234,341.027,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Visits,NA,All Outpatient Visits,2015,716.797,146.997,"2,081.84",426.933,344.309,0.998,"2,077.30",426.002,345.062,0.056,0.082,0.046,0.01,-0.002,0.043,0.012,0.056,0.082,0.046,0.01,-0.002,0.043,0.012
19-25,Female,OP,Visits,NA,All Outpatient Visits,2016,760.634,158.867,"2,180.32",455.384,348.863,1.004,"2,189.06",457.209,347.471,0.061,0.081,0.047,0.013,0.006,0.054,0.007,0.12,0.17,0.095,0.023,0.004,0.1,0.019
19-25,Female,OP,Visits,NA,All Outpatient Visits,2017,796.511,169.574,"2,310.18",491.828,344.784,0.994,"2,296.89",488.998,346.779,0.047,0.067,0.06,-0.012,-0.01,0.049,-0.002,0.173,0.249,0.16,0.011,-0.006,0.154,0.017
19-25,Female,OP,Visits,NA,All Outpatient Visits,2018,840.15,180.603,"2,453.66",527.452,342.407,0.998,"2,447.86",526.205,343.219,0.055,0.065,0.062,-0.007,0.003,0.066,-0.01,0.237,0.33,0.232,0.004,-0.002,0.23,0.006
19-25,Female,OP,Visits,NA,ER,2014,411.122,94.932,"1,541.58",355.965,266.688,1,"1,541.58",355.965,266.688,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Visits,NA,ER,2015,444.988,105.827,"1,619.78",385.217,274.722,1.01,"1,635.16",388.876,272.137,0.082,0.115,0.051,0.03,0.01,0.061,0.02,0.082,0.115,0.051,0.03,0.01,0.061,0.02
19-25,Female,OP,Visits,NA,ER,2016,475.613,116.118,"1,686.73",411.805,281.974,1.027,"1,731.75",422.798,274.643,0.069,0.097,0.041,0.026,0.017,0.059,0.009,0.157,0.223,0.094,0.057,0.027,0.123,0.03
19-25,Female,OP,Visits,NA,ER,2017,506.357,126.046,"1,778.19",442.638,284.76,1.038,"1,845.28",459.34,274.406,0.065,0.085,0.054,0.01,0.011,0.066,-0.001,0.232,0.328,0.153,0.068,0.038,0.197,0.029
19-25,Female,OP,Visits,NA,ER,2018,530.086,134.584,"1,904.97",483.653,278.265,1.027,"1,957.19",496.911,270.841,0.047,0.068,0.071,-0.023,-0.01,0.061,-0.013,0.289,0.418,0.236,0.043,0.027,0.27,0.016
19-25,Female,OP,Visits,NA,Observation,2014,26.352,5.105,"1,146.24",222.071,22.99,1,"1,146.24",222.071,22.99,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Visits,NA,Observation,2015,25.444,4.97,"1,170.06",228.538,21.746,0.989,"1,157.49",226.085,21.982,-0.034,-0.027,0.021,-0.054,-0.011,0.01,-0.044,-0.034,-0.027,0.021,-0.054,-0.011,0.01,-0.044
19-25,Female,OP,Visits,NA,Observation,2016,26.453,4.984,"1,296.54",244.27,20.403,0.949,"1,230.73",231.87,21.494,0.04,0.003,0.108,-0.062,-0.04,0.063,-0.022,0.004,-0.024,0.131,-0.113,-0.051,0.074,-0.065
19-25,Female,OP,Visits,NA,Observation,2017,26.175,5.172,"1,299.30",256.72,20.146,0.937,"1,217.44",240.545,21.5,-0.011,0.038,0.002,-0.013,-0.013,-0.011,0,-0.007,0.013,0.134,-0.124,-0.063,0.062,-0.065
19-25,Female,OP,Visits,NA,Observation,2018,26.263,5.098,"1,378.64",267.632,19.05,0.936,"1,289.79",250.384,20.362,0.003,-0.014,0.061,-0.054,-0.002,0.059,-0.053,-0.003,-0.001,0.203,-0.171,-0.064,0.125,-0.114
19-25,Female,OP,Visits,NA,Surgery,2014,241.476,35.771,"4,702.69",696.638,51.348,1,"4,702.69",696.638,51.348,,,,,,,,0,0,0,0,0,0,0
19-25,Female,OP,Visits,NA,Surgery,2015,246.366,36.2,"4,810.31",706.802,51.216,1.005,"4,836.05",710.584,50.944,0.02,0.012,0.023,-0.003,0.005,0.028,-0.008,0.02,0.012,0.023,-0.003,0.005,0.028,-0.008
19-25,Female,OP,Visits,NA,Surgery,2016,258.567,37.765,"5,011.40",731.933,51.596,1.005,"5,036.98",735.668,51.334,0.05,0.043,0.042,0.007,0,0.042,0.008,0.071,0.056,0.066,0.005,0.005,0.071,0
19-25,Female,OP,Visits,NA,Surgery,2017,263.979,38.357,"5,278.44",766.971,50.011,0.983,"5,189.04",753.981,50.872,0.021,0.016,0.053,-0.031,-0.022,0.03,-0.009,0.093,0.072,0.122,-0.026,-0.017,0.103,-0.009
19-25,Female,OP,Visits,NA,Surgery,2018,283.801,40.921,"5,612.16",809.217,50.569,0.972,"5,456.05",786.708,52.016,0.075,0.067,0.063,0.011,-0.011,0.051,0.022,0.175,0.144,0.193,-0.015,-0.028,0.16,0.013
19-25,Female,PH,NA,NA,Administered Drugs,2014,75.985,4.002,325.063,17.118,233.756,1,325.063,17.118,233.756,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Administered Drugs,2015,89.189,4.236,344.656,16.37,258.776,1.063,366.201,17.393,243.552,0.174,0.059,0.06,0.107,0.063,0.127,0.042,0.174,0.059,0.06,0.107,0.063,0.127,0.042
19-25,Female,PH,NA,NA,Administered Drugs,2016,108.638,4.702,410.276,17.758,264.794,1.055,433.005,18.742,250.894,0.218,0.11,0.19,0.023,-0.007,0.182,0.03,0.43,0.175,0.262,0.133,0.055,0.332,0.073
19-25,Female,PH,NA,NA,Administered Drugs,2017,126.107,5.879,431.936,20.138,291.957,1.151,497.136,23.178,253.666,0.161,0.25,0.053,0.103,0.091,0.148,0.011,0.66,0.469,0.329,0.249,0.151,0.529,0.085
19-25,Female,PH,NA,NA,Administered Drugs,2018,136.327,6.192,452.934,20.572,300.986,1.202,544.273,24.721,250.475,0.081,0.053,0.049,0.031,0.044,0.095,-0.013,0.794,0.547,0.393,0.288,0.202,0.674,0.072
19-25,Female,PH,NA,NA,Administration of Drugs,2014,13.646,1.782,42.719,5.579,319.448,1,42.719,5.579,319.448,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Administration of Drugs,2015,14.241,1.728,41.616,5.05,342.205,1.038,43.185,5.24,329.773,0.044,-0.03,-0.026,0.071,0.038,0.011,0.032,0.044,-0.03,-0.026,0.071,0.038,0.011,0.032
19-25,Female,PH,NA,NA,Administration of Drugs,2016,15.831,1.876,41.496,4.919,381.513,1.041,43.204,5.121,366.43,0.112,0.086,-0.003,0.115,0.003,0,0.111,0.16,0.053,-0.029,0.194,0.041,0.011,0.147
19-25,Female,PH,NA,NA,Administration of Drugs,2017,18.651,2.009,47.716,5.14,390.882,1.005,47.97,5.167,388.817,0.178,0.071,0.15,0.025,-0.034,0.11,0.061,0.367,0.127,0.117,0.224,0.005,0.123,0.217
19-25,Female,PH,NA,NA,Administration of Drugs,2018,20.895,2.032,50.319,4.892,415.249,0.998,50.242,4.885,415.889,0.12,0.011,0.055,0.062,-0.007,0.047,0.07,0.531,0.14,0.178,0.3,-0.002,0.176,0.302
19-25,Female,PH,NA,NA,All Professional Services,2014,"1,287.68",300.869,94.441,22.066,"13,634.75",1,94.441,22.066,"13,634.75",,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,All Professional Services,2015,"1,331.92",318.661,96.427,23.07,"13,812.74",1.009,97.312,23.282,"13,687.13",0.034,0.059,0.021,0.013,0.009,0.03,0.004,0.034,0.059,0.021,0.013,0.009,0.03,0.004
19-25,Female,PH,NA,NA,All Professional Services,2016,"1,384.19",336.43,99.031,24.07,"13,977.28",1.034,102.385,24.885,"13,519.47",0.039,0.056,0.027,0.012,0.024,0.052,-0.012,0.075,0.118,0.049,0.025,0.034,0.084,-0.008
19-25,Female,PH,NA,NA,All Professional Services,2017,"1,454.81",351.001,101.446,24.476,"14,340.74",1.03,104.517,25.217,"13,919.29",0.051,0.043,0.024,0.026,-0.003,0.021,0.03,0.13,0.167,0.074,0.052,0.03,0.107,0.021
19-25,Female,PH,NA,NA,All Professional Services,2018,"1,490.42",363.645,100.845,24.605,"14,779.31",1.025,103.358,25.218,"14,419.95",0.024,0.036,-0.006,0.031,-0.005,-0.011,0.036,0.157,0.209,0.068,0.084,0.025,0.094,0.058
19-25,Female,PH,NA,NA,Anesthesia,2014,83.402,14.107,839,141.913,99.406,1,839,141.913,99.406,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Anesthesia,2015,83.34,14.527,853.855,148.838,97.604,0.998,852.508,148.603,97.758,-0.001,0.03,0.018,-0.018,-0.002,0.016,-0.017,-0.001,0.03,0.018,-0.018,-0.002,0.016,-0.017
19-25,Female,PH,NA,NA,Anesthesia,2016,82.69,14.173,866.709,148.551,95.407,0.992,859.823,147.371,96.171,-0.008,-0.024,0.015,-0.023,-0.006,0.009,-0.016,-0.009,0.005,0.033,-0.04,-0.008,0.025,-0.033
19-25,Female,PH,NA,NA,Anesthesia,2017,84.341,14.872,886.462,156.312,95.144,0.964,854.407,150.66,98.713,0.02,0.049,0.023,-0.003,-0.028,-0.006,0.026,0.011,0.054,0.057,-0.043,-0.036,0.018,-0.007
19-25,Female,PH,NA,NA,Anesthesia,2018,82.704,15.084,868.568,158.415,95.219,0.964,837.462,152.742,98.755,-0.019,0.014,-0.02,0.001,0,-0.02,0,-0.008,0.069,0.035,-0.042,-0.036,-0.002,-0.007
19-25,Female,PH,NA,NA,ER,2014,91.12,16.148,363.285,64.379,250.823,1,363.285,64.379,250.823,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,ER,2015,99.928,18.893,383.03,72.417,260.888,1.002,383.729,72.549,260.412,0.097,0.17,0.054,0.04,0.002,0.056,0.038,0.097,0.17,0.054,0.04,0.002,0.056,0.038
19-25,Female,PH,NA,NA,ER,2016,105.659,20.773,395.375,77.733,267.238,1.016,401.753,78.987,262.996,0.057,0.1,0.032,0.024,0.014,0.047,0.01,0.16,0.286,0.088,0.065,0.016,0.106,0.049
19-25,Female,PH,NA,NA,ER,2017,107.641,21.451,397.266,79.169,270.954,1.025,407.366,81.182,264.236,0.019,0.033,0.005,0.014,0.009,0.014,0.005,0.181,0.328,0.094,0.08,0.025,0.121,0.053
19-25,Female,PH,NA,NA,ER,2018,101.557,21.164,371.641,77.449,273.267,1.044,387.904,80.838,261.81,-0.057,-0.013,-0.065,0.009,0.018,-0.048,-0.009,0.115,0.311,0.023,0.089,0.044,0.068,0.044
19-25,Female,PH,NA,NA,Immunizations,2014,13.27,0.453,64.59,2.204,205.449,1,64.59,2.204,205.449,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Immunizations,2015,13.548,0.466,63.162,2.172,214.503,1.067,67.39,2.317,201.043,0.021,0.029,-0.022,0.044,0.067,0.043,-0.021,0.021,0.029,-0.022,0.044,0.067,0.043,-0.021
19-25,Female,PH,NA,NA,Immunizations,2016,17.23,0.547,59.727,1.898,288.474,1.236,73.83,2.346,233.369,0.272,0.175,-0.054,0.345,0.159,0.096,0.161,0.298,0.209,-0.075,0.404,0.236,0.143,0.136
19-25,Female,PH,NA,NA,Immunizations,2017,18.708,0.527,59.652,1.679,313.619,1.254,74.774,2.105,250.194,0.086,-0.038,-0.001,0.087,0.014,0.013,0.072,0.41,0.163,-0.076,0.527,0.254,0.158,0.218
19-25,Female,PH,NA,NA,Immunizations,2018,20.439,0.513,61.14,1.535,334.294,1.203,73.567,1.847,277.823,0.092,-0.026,0.025,0.066,-0.04,-0.016,0.11,0.54,0.133,-0.053,0.627,0.203,0.139,0.352
19-25,Female,PH,NA,NA,Lab,2014,177.817,45.296,33.438,8.518,"5,317.87",1,33.438,8.518,"5,317.87",,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Lab,2015,175.029,47.71,32.865,8.958,"5,325.76",1.02,33.506,9.133,"5,223.79",-0.016,0.053,-0.017,0.001,0.02,0.002,-0.018,-0.016,0.053,-0.017,0.001,0.02,0.002,-0.018
19-25,Female,PH,NA,NA,Lab,2016,153.423,45.498,30.035,8.907,"5,108.11",1.055,31.684,9.396,"4,842.25",-0.123,-0.046,-0.086,-0.041,0.035,-0.054,-0.073,-0.137,0.004,-0.102,-0.039,0.055,-0.052,-0.089
19-25,Female,PH,NA,NA,Lab,2017,158.414,46.424,29.947,8.776,"5,289.85",1.067,31.959,9.366,"4,956.86",0.033,0.02,-0.003,0.036,0.012,0.009,0.024,-0.109,0.025,-0.104,-0.005,0.067,-0.044,-0.068
19-25,Female,PH,NA,NA,Lab,2018,158.371,45.738,29.197,8.432,"5,424.17",1.077,31.439,9.08,"5,037.42",0,-0.015,-0.025,0.025,0.009,-0.016,0.016,-0.109,0.01,-0.127,0.02,0.077,-0.06,-0.053
19-25,Female,PH,NA,NA,Office Visits,2014,289.319,91.894,105.327,33.454,"2,746.87",1,105.327,33.454,"2,746.87",,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Office Visits,2015,300.874,96.935,107.863,34.751,"2,789.41",1.006,108.562,34.977,"2,771.43",0.04,0.055,0.024,0.015,0.006,0.031,0.009,0.04,0.055,0.024,0.015,0.006,0.031,0.009
19-25,Female,PH,NA,NA,Office Visits,2016,316.225,103.441,110.552,36.163,"2,860.43",1.012,111.912,36.608,"2,825.67",0.051,0.067,0.025,0.025,0.006,0.031,0.02,0.093,0.126,0.05,0.041,0.012,0.063,0.029
19-25,Female,PH,NA,NA,Office Visits,2017,330.909,108.195,112.906,36.916,"2,930.84",1.023,115.459,37.751,"2,866.03",0.046,0.046,0.021,0.025,0.01,0.032,0.014,0.144,0.177,0.072,0.067,0.023,0.096,0.043
19-25,Female,PH,NA,NA,Office Visits,2018,354.74,114.702,116.168,37.562,"3,053.68",1.029,119.482,38.633,"2,969.00",0.072,0.06,0.029,0.042,0.006,0.035,0.036,0.226,0.248,0.103,0.112,0.029,0.134,0.081
19-25,Female,PH,NA,NA,Other Services,2014,151.254,26.55,91.588,16.077,"1,651.45",1,91.588,16.077,"1,651.45",,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Other Services,2015,156.504,28.876,91.174,16.822,"1,716.54",1.015,92.51,17.069,"1,691.74",0.035,0.088,-0.005,0.039,0.015,0.01,0.024,0.035,0.088,-0.005,0.039,0.015,0.01,0.024
19-25,Female,PH,NA,NA,Other Services,2016,174.437,33.451,97.585,18.714,"1,787.54",1.035,100.996,19.368,"1,727.17",0.115,0.158,0.07,0.041,0.02,0.092,0.021,0.153,0.26,0.065,0.082,0.035,0.103,0.046
19-25,Female,PH,NA,NA,Other Services,2017,186.293,34.844,99.971,18.699,"1,863.48",0.997,99.692,18.646,"1,868.70",0.068,0.042,0.024,0.042,-0.036,-0.013,0.082,0.232,0.312,0.092,0.128,-0.003,0.088,0.132
19-25,Female,PH,NA,NA,Other Services,2018,173.688,34.03,92.414,18.107,"1,879.46",0.962,88.872,17.413,"1,954.36",-0.068,-0.023,-0.076,0.009,-0.036,-0.109,0.046,0.148,0.282,0.009,0.138,-0.038,-0.03,0.183
19-25,Female,PH,NA,NA,Physical Medicine,2014,42.962,17.604,39.301,16.104,"1,093.15",1,39.301,16.104,"1,093.15",,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Physical Medicine,2015,44.382,18.273,39.465,16.248,"1,124.59",1.006,39.708,16.348,"1,117.70",0.033,0.038,0.004,0.029,0.006,0.01,0.022,0.033,0.038,0.004,0.029,0.006,0.01,0.022
19-25,Female,PH,NA,NA,Physical Medicine,2016,46.692,19.373,41.894,17.382,"1,114.53",1.016,42.582,17.667,"1,096.51",0.052,0.06,0.062,-0.009,0.01,0.072,-0.019,0.087,0.1,0.066,0.02,0.016,0.083,0.003
19-25,Female,PH,NA,NA,Physical Medicine,2017,47.174,19.511,43.162,17.852,"1,092.94",1.024,44.185,18.275,"1,067.65",0.01,0.007,0.03,-0.019,0.007,0.038,-0.026,0.098,0.108,0.098,0,0.024,0.124,-0.023
19-25,Female,PH,NA,NA,Physical Medicine,2018,50.53,20.902,43.361,17.937,"1,165.33",1.034,44.837,18.547,"1,126.97",0.071,0.071,0.005,0.066,0.01,0.015,0.056,0.176,0.187,0.103,0.066,0.034,0.141,0.031
19-25,Female,PH,NA,NA,Psychiatry,2014,47.92,18.22,95.323,36.244,502.711,1,95.323,36.244,502.711,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Psychiatry,2015,52.045,19.612,96.75,36.458,537.934,1.01,97.671,36.805,532.86,0.086,0.076,0.015,0.07,0.01,0.025,0.06,0.086,0.076,0.015,0.07,0.01,0.025,0.06
