plan_type,HCCI_category,HCCI_outpatient_service_type,HCCI_subcategory,RX_generic_brand_indicator,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
CDHP,Prescription Drugs,NA,Vitamins,Unknown,2018,0,0,60.876,33.005,0.007,,60.876,33.005,0.007,-0.623,-0.589,0.102,-0.658,,0.102,-0.658,-0.998,-0.989,-0.93,-0.978,,-0.93,-0.978
CDHP,Total,NA,,NA,2014,"4,420.35","1,071.13",,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
CDHP,Total,NA,,NA,2015,"4,585.98","1,090.48",,,,,,,,0.037,0.018,0.033,0.003,0.005,0.039,-0.002,0.037,0.018,0.033,0.003,0.005,0.039,-0.002
CDHP,Total,NA,,NA,2016,"4,843.51","1,113.54",,,,,,,,0.056,0.021,0.035,0.021,0.011,0.046,0.01,0.096,0.04,0.07,0.024,0.016,0.087,0.008
CDHP,Total,NA,,NA,2017,"5,070.03","1,133.84",,,,,,,,0.047,0.018,0.043,0.003,-0.001,0.042,0.004,0.147,0.059,0.116,0.027,0.015,0.132,0.012
CDHP,Total,NA,,NA,2018,"5,367.78","1,171.26",,,,,,,,0.059,0.033,0.025,0.033,0.005,0.031,0.027,0.214,0.093,0.145,0.06,0.02,0.167,0.04
Non-CDHP,Inpatient,NA,All Inpatient,NA,2014,"1,055.55",47.517,"18,445.40",830.341,57.226,1,"18,445.40",830.341,57.226,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Inpatient,NA,All Inpatient,NA,2015,"1,074.98",47.79,"19,176.78",852.53,56.056,1.007,"19,319.45",858.873,55.642,0.018,0.006,0.04,-0.02,0.007,0.047,-0.028,0.018,0.006,0.04,-0.02,0.007,0.047,-0.028
Non-CDHP,Inpatient,NA,All Inpatient,NA,2016,"1,122.70",50.344,"19,855.73",890.373,56.543,1.023,"20,322.04",911.283,55.246,0.044,0.053,0.035,0.009,0.016,0.052,-0.007,0.064,0.06,0.076,-0.012,0.023,0.102,-0.035
Non-CDHP,Inpatient,NA,All Inpatient,NA,2017,"1,157.09",51.387,"20,713.49",919.898,55.862,1.035,"21,445.12",952.39,53.956,0.031,0.021,0.043,-0.012,0.012,0.055,-0.023,0.096,0.081,0.123,-0.024,0.035,0.163,-0.057
Non-CDHP,Inpatient,NA,All Inpatient,NA,2018,"1,171.56",52.039,"21,068.76",935.84,55.607,1.045,"22,024.28",978.282,53.194,0.013,0.013,0.017,-0.005,0.01,0.027,-0.014,0.11,0.095,0.142,-0.028,0.045,0.194,-0.07
Non-CDHP,Inpatient,NA,Hospice,NA,2014,1.901,0.128,"5,174.98",349.397,0.367,,"5,174.98",349.397,0.367,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Inpatient,NA,Hospice,NA,2015,2.037,0.146,"5,413.99",386.745,0.376,,"5,413.99",386.745,0.376,0.072,0.134,0.046,0.024,,0.046,0.024,0.072,0.134,0.046,0.024,,0.046,0.024
Non-CDHP,Inpatient,NA,Hospice,NA,2016,1.929,0.15,"5,183.30",401.93,0.372,,"5,183.30",401.93,0.372,-0.053,0.028,-0.043,-0.011,,-0.043,-0.011,0.014,0.165,0.002,0.013,,0.002,0.013
Non-CDHP,Inpatient,NA,Hospice,NA,2017,1.783,0.137,"5,122.35",393.275,0.348,,"5,122.35",393.275,0.348,-0.075,-0.085,-0.012,-0.064,,-0.012,-0.064,-0.062,0.066,-0.01,-0.053,,-0.01,-0.053
Non-CDHP,Inpatient,NA,Hospice,NA,2018,1.629,0.121,"4,038.70",301.124,0.403,,"4,038.70",301.124,0.403,-0.087,-0.113,-0.212,0.159,,-0.212,0.159,-0.143,-0.054,-0.22,0.098,,-0.22,0.098
Non-CDHP,Inpatient,NA,Labor/Delivery/Newborns,NA,2014,168.445,15.441,"8,841.29",810.471,19.052,1,"8,841.29",810.471,19.052,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Inpatient,NA,Labor/Delivery/Newborns,NA,2015,174.679,15.862,"9,113.74",827.586,19.167,1.028,"9,372.27",851.062,18.638,0.037,0.027,0.031,0.006,0.028,0.06,-0.022,0.037,0.027,0.031,0.006,0.028,0.06,-0.022
Non-CDHP,Inpatient,NA,Labor/Delivery/Newborns,NA,2016,181.789,17.162,"9,319.04",879.751,19.507,1.045,"9,741.82",919.664,18.661,0.041,0.082,0.023,0.018,0.017,0.039,0.001,0.079,0.111,0.054,0.024,0.045,0.102,-0.021
Non-CDHP,Inpatient,NA,Labor/Delivery/Newborns,NA,2017,187.873,17.841,"9,633.52",914.812,19.502,1.063,"10,240.50",972.452,18.346,0.033,0.04,0.034,0,0.017,0.051,-0.017,0.115,0.155,0.09,0.024,0.063,0.158,-0.037
Non-CDHP,Inpatient,NA,Labor/Delivery/Newborns,NA,2018,196.473,18.27,"10,053.33",934.884,19.543,1.077,"10,828.91","1,007.01",18.143,0.046,0.024,0.044,0.002,0.013,0.057,-0.011,0.166,0.183,0.137,0.026,0.077,0.225,-0.048
Non-CDHP,Inpatient,NA,Medical,NA,2014,312.584,14.889,"17,141.64",816.475,18.235,1,"17,141.64",816.475,18.235,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Inpatient,NA,Medical,NA,2015,312.667,14.618,"17,766.56",830.63,17.599,1.01,"17,937.36",838.615,17.431,0,-0.018,0.036,-0.035,0.01,0.046,-0.044,0,-0.018,0.036,-0.035,0.01,0.046,-0.044
Non-CDHP,Inpatient,NA,Medical,NA,2016,317.611,14.835,"18,389.94",858.933,17.271,1.021,"18,778.66",877.089,16.913,0.016,0.015,0.035,-0.019,0.011,0.047,-0.03,0.016,-0.004,0.073,-0.053,0.021,0.095,-0.072
Non-CDHP,Inpatient,NA,Medical,NA,2017,329.208,14.876,"19,390.68",876.227,16.978,1.039,"20,151.48",910.606,16.337,0.037,0.003,0.054,-0.017,0.018,0.073,-0.034,0.053,-0.001,0.131,-0.069,0.039,0.176,-0.104
Non-CDHP,Inpatient,NA,Medical,NA,2018,334.489,15.288,"19,700.13",900.383,16.979,1.057,"20,823.15",951.71,16.063,0.016,0.028,0.016,0,0.017,0.033,-0.017,0.07,0.027,0.149,-0.069,0.057,0.215,-0.119
Non-CDHP,Inpatient,NA,Mental Health,NA,2014,24.072,2.47,"8,450.11",866.939,2.849,1,"8,450.11",866.939,2.849,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Inpatient,NA,Mental Health,NA,2015,25.147,2.513,"8,858.27",885.374,2.839,0.997,"8,834.82",883.03,2.846,0.045,0.018,0.048,-0.004,-0.003,0.046,-0.001,0.045,0.018,0.048,-0.004,-0.003,0.046,-0.001
Non-CDHP,Inpatient,NA,Mental Health,NA,2016,26.322,2.678,"9,342.39",950.417,2.817,0.989,"9,239.64",939.963,2.849,0.047,0.065,0.055,-0.008,-0.008,0.046,0.001,0.093,0.084,0.106,-0.011,-0.011,0.093,0
Non-CDHP,Inpatient,NA,Mental Health,NA,2017,28.145,2.957,"9,437.85",991.701,2.982,0.987,"9,313.28",978.613,3.022,0.069,0.104,0.01,0.058,-0.002,0.008,0.061,0.169,0.197,0.117,0.047,-0.013,0.102,0.061
Non-CDHP,Inpatient,NA,Mental Health,NA,2018,32.135,3.166,"10,022.64",987.496,3.206,0.997,"9,997.57",985.026,3.214,0.142,0.071,0.062,0.075,0.011,0.073,0.064,0.335,0.282,0.186,0.125,-0.003,0.183,0.128
Non-CDHP,Inpatient,NA,Other,NA,2014,9.003,0.223,"28,705.09",711.355,0.314,,"28,705.09",711.355,0.314,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Inpatient,NA,Other,NA,2015,11.591,0.297,"30,891.29",791.502,0.375,,"30,891.29",791.502,0.375,0.287,0.331,0.076,0.196,,0.076,0.196,0.287,0.331,0.076,0.196,,0.076,0.196
Non-CDHP,Inpatient,NA,Other,NA,2016,12.514,0.32,"31,936.80",816.69,0.392,,"31,936.80",816.69,0.392,0.08,0.077,0.034,0.044,,0.034,0.044,0.39,0.434,0.113,0.249,,0.113,0.249
Non-CDHP,Inpatient,NA,Other,NA,2017,13.008,0.316,"34,500.43",838.764,0.377,,"34,500.43",838.764,0.377,0.04,-0.012,0.08,-0.038,,0.08,-0.038,0.445,0.417,0.202,0.202,,0.202,0.202
Non-CDHP,Inpatient,NA,Other,NA,2018,3.162,0.191,"14,274.10",860.953,0.222,,"14,274.10",860.953,0.222,-0.757,-0.397,-0.586,-0.413,,-0.586,-0.413,-0.649,-0.145,-0.503,-0.294,,-0.503,-0.294
Non-CDHP,Inpatient,NA,SNF,NA,2014,7.223,0.285,"6,410.17",253.069,1.127,,"6,410.17",253.069,1.127,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Inpatient,NA,SNF,NA,2015,6.747,0.292,"6,416.93",277.414,1.051,,"6,416.93",277.414,1.051,-0.066,0.023,0.001,-0.067,,0.001,-0.067,-0.066,0.023,0.001,-0.067,,0.001,-0.067
Non-CDHP,Inpatient,NA,SNF,NA,2016,6.499,0.269,"6,388.28",263.976,1.017,,"6,388.28",263.976,1.017,-0.037,-0.079,-0.004,-0.032,,-0.004,-0.032,-0.1,-0.058,-0.003,-0.097,,-0.003,-0.097
Non-CDHP,Inpatient,NA,SNF,NA,2017,6.12,0.266,"6,380.09",277.786,0.959,,"6,380.09",277.786,0.959,-0.058,-0.008,-0.001,-0.057,,-0.001,-0.057,-0.153,-0.066,-0.005,-0.149,,-0.005,-0.149
Non-CDHP,Inpatient,NA,SNF,NA,2018,5.784,0.247,"6,116.99",261.079,0.946,,"6,116.99",261.079,0.946,-0.055,-0.073,-0.041,-0.014,,-0.041,-0.014,-0.199,-0.134,-0.046,-0.161,,-0.046,-0.161
Non-CDHP,Inpatient,NA,Substance Use,NA,2014,13.276,1.765,"8,538.93","1,135.46",1.555,1,"8,538.93","1,135.46",1.555,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Inpatient,NA,Substance Use,NA,2015,14.871,2.077,"8,946.08","1,249.53",1.662,1.001,"8,952.49","1,250.42",1.661,0.12,0.177,0.048,0.069,0.001,0.048,0.068,0.12,0.177,0.048,0.069,0.001,0.048,0.068
Non-CDHP,Inpatient,NA,Substance Use,NA,2016,17.387,2.465,"9,876.87","1,400.06",1.76,0.993,"9,807.68","1,390.25",1.773,0.169,0.187,0.104,0.059,-0.008,0.096,0.067,0.31,0.396,0.157,0.132,-0.007,0.149,0.14
Non-CDHP,Inpatient,NA,Substance Use,NA,2017,20.184,2.715,"10,952.33","1,473.23",1.843,0.986,"10,796.51","1,452.27",1.87,0.161,0.102,0.109,0.047,-0.007,0.101,0.055,0.52,0.538,0.283,0.185,-0.014,0.264,0.202
Non-CDHP,Inpatient,NA,Substance Use,NA,2018,21.007,2.724,"11,278.33","1,462.37",1.863,0.976,"11,008.78","1,427.42",1.908,0.041,0.003,0.03,0.011,-0.01,0.02,0.021,0.582,0.543,0.321,0.198,-0.024,0.289,0.227
Non-CDHP,Inpatient,NA,Surgical,NA,2014,519.047,12.315,"37,812.12",897.162,13.727,1,"37,812.12",897.162,13.727,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Inpatient,NA,Surgical,NA,2015,527.241,11.985,"39,486.00",897.589,13.353,1.007,"39,752.56",903.648,13.263,0.016,-0.027,0.044,-0.027,0.007,0.051,-0.034,0.016,-0.027,0.044,-0.027,0.007,0.051,-0.034
Non-CDHP,Inpatient,NA,Surgical,NA,2016,558.652,12.468,"40,991.32",914.827,13.629,1.027,"42,103.33",939.645,13.269,0.06,0.04,0.038,0.021,0.02,0.059,0,0.076,0.012,0.084,-0.007,0.027,0.113,-0.033
Non-CDHP,Inpatient,NA,Surgical,NA,2017,570.771,12.278,"42,831.18",921.361,13.326,1.05,"44,952.13",966.986,12.697,0.022,-0.015,0.045,-0.022,0.022,0.068,-0.043,0.1,-0.003,0.133,-0.029,0.05,0.189,-0.075
Non-CDHP,Inpatient,NA,Surgical,NA,2018,576.886,12.032,"43,882.12",915.235,13.146,1.069,"46,921.58",978.629,12.295,0.011,-0.02,0.025,-0.013,0.019,0.044,-0.032,0.111,-0.023,0.161,-0.042,0.069,0.241,-0.104
Non-CDHP,Outpatient,All,All Outpatient,NA,2014,"1,404.08",188.578,498.397,66.938,"2,817.19",1,498.397,66.938,"2,817.19",,,0,0,0,0,0,0,0,0,0,0,0,0
Non-CDHP,Outpatient,All,All Outpatient,NA,2015,"1,455.92",197.132,515.577,69.809,"2,823.87",0.995,513.043,69.466,"2,837.82",0.037,0.045,0.034,0.003,-0.005,0.029,0.008,0.037,0.045,0.034,0.003,-0.005,0.029,0.008
Non-CDHP,Outpatient,All,All Outpatient,NA,2016,"1,543.25",214.325,534.554,74.238,"2,886.99",0.983,525.645,73.001,"2,935.92",0.06,0.087,0.036,0.023,0.001,0.037,0.022,0.099,0.137,0.072,0.026,-0.004,0.068,0.03
Non-CDHP,Outpatient,All,All Outpatient,NA,2017,"1,615.69",224.498,564.283,78.406,"2,863.27",0.976,550.616,76.507,"2,934.34",0.047,0.047,0.056,-0.008,-0.012,0.043,0.004,0.151,0.19,0.132,0.017,-0.016,0.114,0.033
Non-CDHP,Outpatient,All,All Outpatient,NA,2018,"1,697.76",236.509,587.982,81.91,"2,887.44",0.966,568.096,79.139,"2,988.51",0.051,0.054,0.042,0.009,-0.002,0.04,0.011,0.209,0.254,0.181,0.027,-0.018,0.159,0.045
Non-CDHP,Outpatient,Procedure,All Outpatient Procedures,NA,2014,526.328,76.357,211.061,30.62,"2,493.72",1,211.061,30.62,"2,493.72",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Procedure,All Outpatient Procedures,NA,2015,540.585,79.267,214.569,31.463,"2,519.39",1.003,215.219,31.558,"2,511.79",0.027,0.038,0.017,0.01,0.003,0.02,0.007,0.027,0.038,0.017,0.01,0.003,0.02,0.007
Non-CDHP,Outpatient,Procedure,All Outpatient Procedures,NA,2016,572.7,85.867,218.874,32.817,"2,616.58",1.004,219.794,32.955,"2,605.62",0.059,0.083,0.02,0.039,0.001,0.021,0.037,0.088,0.125,0.037,0.049,0.004,0.041,0.045
Non-CDHP,Outpatient,Procedure,All Outpatient Procedures,NA,2017,592.538,89.203,228.98,34.472,"2,587.73",0.995,227.732,34.284,"2,601.91",0.035,0.039,0.046,-0.011,-0.01,0.036,-0.001,0.126,0.168,0.085,0.038,-0.005,0.079,0.043
Non-CDHP,Outpatient,Procedure,All Outpatient Procedures,NA,2018,605.425,92.051,226.916,34.501,"2,668.05",1.005,228.101,34.681,"2,654.19",0.022,0.032,-0.009,0.031,0.011,0.002,0.02,0.15,0.206,0.075,0.07,0.005,0.081,0.064
Non-CDHP,Outpatient,Procedure,Ambulance,NA,2014,33.545,3.938,665.562,78.127,50.401,1,665.562,78.127,50.401,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Procedure,Ambulance,NA,2015,34.783,4.14,697.211,82.994,49.888,1.001,697.596,83.04,49.861,0.037,0.051,0.048,-0.01,0.001,0.048,-0.011,0.037,0.051,0.048,-0.01,0.001,0.048,-0.011
Non-CDHP,Outpatient,Procedure,Ambulance,NA,2016,36.701,4.492,715.64,87.581,51.284,1.013,725.29,88.762,50.602,0.055,0.085,0.026,0.028,0.013,0.04,0.015,0.094,0.141,0.075,0.018,0.013,0.09,0.004
Non-CDHP,Outpatient,Procedure,Ambulance,NA,2017,38.249,4.624,744.119,89.955,51.402,1.008,750.074,90.675,50.994,0.042,0.029,0.04,0.002,-0.005,0.034,0.008,0.14,0.174,0.118,0.02,0.008,0.127,0.012
Non-CDHP,Outpatient,Procedure,Ambulance,NA,2018,36.603,4.533,698.789,86.542,52.38,1.051,734.574,90.974,49.829,-0.043,-0.02,-0.061,0.019,0.043,-0.021,-0.023,0.091,0.151,0.05,0.039,0.051,0.104,-0.011
Non-CDHP,Outpatient,Procedure,DME,NA,2014,49.633,11.807,135.898,32.329,365.225,1,135.898,32.329,365.225,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Procedure,DME,NA,2015,50.935,12.27,137.038,33.013,371.684,0.989,135.528,32.649,375.824,0.026,0.039,0.008,0.018,-0.011,-0.003,0.029,0.026,0.039,0.008,0.018,-0.011,-0.003,0.029
Non-CDHP,Outpatient,Procedure,DME,NA,2016,53.047,12.954,135.723,33.143,390.849,0.972,131.936,32.219,402.066,0.041,0.056,-0.01,0.052,-0.017,-0.027,0.07,0.069,0.097,-0.001,0.07,-0.028,-0.029,0.101
Non-CDHP,Outpatient,Procedure,DME,NA,2017,53.784,13.208,136.085,33.418,395.225,0.95,129.257,31.741,416.101,0.014,0.02,0.003,0.011,-0.023,-0.02,0.035,0.084,0.119,0.001,0.082,-0.05,-0.049,0.139
Non-CDHP,Outpatient,Procedure,DME,NA,2018,55.323,13.222,133.272,31.852,415.113,0.968,129.047,30.842,428.704,0.029,0.001,-0.021,0.05,0.019,-0.002,0.03,0.115,0.12,-0.019,0.137,-0.032,-0.05,0.174
Non-CDHP,Outpatient,Procedure,Lab,NA,2014,69.423,12.545,64.88,11.724,"1,070.02",1,64.88,11.724,"1,070.02",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Procedure,Lab,NA,2015,68.691,12.6,62.918,11.541,"1,091.76",1.016,63.919,11.725,"1,074.66",-0.011,0.004,-0.03,0.02,0.016,-0.015,0.004,-0.011,0.004,-0.03,0.02,0.016,-0.015,0.004
Non-CDHP,Outpatient,Procedure,Lab,NA,2016,78.036,14.329,65.482,12.024,"1,191.72",1.062,69.565,12.774,"1,121.78",0.136,0.137,0.041,0.092,0.046,0.088,0.044,0.124,0.142,0.009,0.114,0.062,0.072,0.048
Non-CDHP,Outpatient,Procedure,Lab,NA,2017,79.335,15.313,64.903,12.528,"1,222.37",1.081,70.152,13.541,"1,130.90",0.017,0.069,-0.009,0.026,0.017,0.008,0.008,0.143,0.221,0,0.142,0.081,0.081,0.057
Non-CDHP,Outpatient,Procedure,Lab,NA,2018,74.004,15.253,61.203,12.615,"1,209.14",1.067,65.275,13.454,"1,133.72",-0.067,-0.004,-0.057,-0.011,-0.013,-0.07,0.002,0.066,0.216,-0.057,0.13,0.067,0.006,0.06
Non-CDHP,Outpatient,Procedure,Other Outpatient,NA,2014,181.13,19.331,286.531,30.58,632.146,1,286.531,30.58,632.146,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Procedure,Other Outpatient,NA,2015,191.808,20.592,296.371,31.818,647.188,1.012,300.013,32.209,639.331,0.059,0.065,0.034,0.024,0.012,0.047,0.011,0.059,0.065,0.034,0.024,0.012,0.047,0.011
Non-CDHP,Outpatient,Procedure,Other Outpatient,NA,2016,203.715,22.083,302.032,32.74,674.481,1.023,309.119,33.508,659.019,0.062,0.072,0.019,0.042,0.011,0.03,0.031,0.125,0.142,0.054,0.067,0.023,0.079,0.043
Non-CDHP,Outpatient,Procedure,Other Outpatient,NA,2017,212.255,23.015,309.247,33.532,686.359,1.026,317.215,34.396,669.119,0.042,0.042,0.024,0.018,0.002,0.026,0.015,0.172,0.191,0.079,0.086,0.026,0.107,0.058
Non-CDHP,Outpatient,Procedure,Other Outpatient,NA,2018,221.899,24.12,312.136,33.928,710.906,1.026,320.352,34.821,692.675,0.045,0.048,0.009,0.036,0.001,0.01,0.035,0.225,0.248,0.089,0.125,0.026,0.118,0.096
Non-CDHP,Outpatient,Procedure,Radiology,NA,2014,192.597,28.736,512.323,76.441,375.929,1,512.323,76.441,375.929,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Procedure,Radiology,NA,2015,194.368,29.664,523.682,79.923,371.157,0.997,522.339,79.718,372.112,0.009,0.032,0.022,-0.013,-0.003,0.02,-0.01,0.009,0.032,0.022,-0.013,-0.003,0.02,-0.01
Non-CDHP,Outpatient,Procedure,Radiology,NA,2016,201.2,32.01,539.075,85.764,373.232,1.003,540.647,86.014,372.148,0.035,0.079,0.029,0.006,0.005,0.035,0,0.045,0.114,0.052,-0.007,0.003,0.055,-0.01
Non-CDHP,Outpatient,Procedure,Radiology,NA,2017,208.915,33.043,615.256,97.313,339.559,1.014,624.011,98.697,334.794,0.038,0.032,0.141,-0.09,0.011,0.154,-0.1,0.085,0.15,0.201,-0.097,0.014,0.218,-0.109
Non-CDHP,Outpatient,Procedure,Radiology,NA,2018,217.596,34.923,631.348,101.328,344.653,0.987,623.019,99.991,349.261,0.042,0.057,0.026,0.015,-0.027,-0.002,0.043,0.13,0.215,0.232,-0.083,-0.013,0.216,-0.071
Non-CDHP,Outpatient,Visits,All Outpatient Visits,NA,2014,877.75,112.22,"2,713.57",346.93,323.467,1,"2,713.57",346.93,323.467,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Visits,All Outpatient Visits,NA,2015,915.338,117.864,"2,834.76",365.021,322.898,0.99,"2,807.53",361.515,326.029,0.043,0.05,0.045,-0.002,-0.01,0.035,0.008,0.043,0.05,0.045,-0.002,-0.01,0.035,0.008
Non-CDHP,Outpatient,Visits,All Outpatient Visits,NA,2016,970.551,128.457,"2,964.89",392.417,327.349,0.991,"2,938.35",388.906,330.305,0.06,0.09,0.046,0.014,0.001,0.047,0.013,0.106,0.145,0.093,0.012,-0.009,0.083,0.021
Non-CDHP,Outpatient,Visits,All Outpatient Visits,NA,2017,"1,023.15",135.295,"3,146.65",416.093,325.156,0.978,"3,077.82",406.991,332.428,0.054,0.053,0.061,-0.007,-0.013,0.047,0.006,0.166,0.206,0.16,0.005,-0.022,0.134,0.028
Non-CDHP,Outpatient,Visits,All Outpatient Visits,NA,2018,"1,092.34",144.458,"3,372.01",445.937,323.943,0.969,"3,267.35",432.096,334.319,0.068,0.068,0.072,-0.004,-0.009,0.062,0.006,0.244,0.287,0.243,0.001,-0.031,0.204,0.034
Non-CDHP,Outpatient,Visits,ER,NA,2014,310.244,49.954,"1,689.78",272.08,183.6,1,"1,689.78",272.08,183.6,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Visits,ER,NA,2015,336.273,55.045,"1,783.67",291.971,188.529,1.007,"1,796.40",294.054,187.193,0.084,0.102,0.056,0.027,0.007,0.063,0.02,0.084,0.102,0.056,0.027,0.007,0.063,0.02
Non-CDHP,Outpatient,Visits,ER,NA,2016,364.42,61.954,"1,873.92",318.58,194.469,1.023,"1,917.79",326.037,190.021,0.084,0.126,0.051,0.032,0.016,0.068,0.015,0.175,0.24,0.109,0.059,0.023,0.135,0.035
Non-CDHP,Outpatient,Visits,ER,NA,2017,390.265,67.156,"1,973.62",339.616,197.741,1.032,"2,036.79",350.485,191.608,0.071,0.084,0.053,0.017,0.008,0.062,0.008,0.258,0.344,0.168,0.077,0.032,0.205,0.044
Non-CDHP,Outpatient,Visits,ER,NA,2018,413.281,73.264,"2,116.67",375.229,195.251,1.019,"2,157.26",382.424,191.577,0.059,0.091,0.072,-0.013,-0.012,0.059,0,0.332,0.467,0.253,0.063,0.019,0.277,0.043
Non-CDHP,Outpatient,Visits,Observation,NA,2014,40.47,3.405,"2,031.60",170.946,19.92,1,"2,031.60",170.946,19.92,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Visits,Observation,NA,2015,40.912,3.471,"2,119.05",179.788,19.307,0.978,"2,073.48",175.922,19.731,0.011,0.019,0.043,-0.031,-0.022,0.021,-0.01,0.011,0.019,0.043,-0.031,-0.022,0.021,-0.01
Non-CDHP,Outpatient,Visits,Observation,NA,2016,42.149,3.725,"2,161.35",191.007,19.501,0.951,"2,056.12",181.708,20.499,0.03,0.073,0.02,0.01,-0.028,-0.008,0.039,0.041,0.094,0.064,-0.021,-0.049,0.012,0.029
Non-CDHP,Outpatient,Visits,Observation,NA,2017,47.222,4.036,"2,360.04",201.694,20.009,0.917,"2,165.29",185.05,21.809,0.12,0.083,0.092,0.026,-0.036,0.053,0.064,0.167,0.185,0.162,0.004,-0.083,0.066,0.095
Non-CDHP,Outpatient,Visits,Observation,NA,2018,51.524,4.23,"2,533.86",208.038,20.334,0.916,"2,321.01",190.562,22.199,0.091,0.048,0.074,0.016,-0.002,0.072,0.018,0.273,0.242,0.247,0.021,-0.084,0.142,0.114
Non-CDHP,Outpatient,Visits,Surgery,NA,2014,527.036,58.861,"4,393.91",490.727,119.947,1,"4,393.91",490.727,119.947,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Outpatient,Visits,Surgery,NA,2015,538.153,59.348,"4,528.30",499.388,118.842,0.998,"4,518.30",498.284,119.105,0.021,0.008,0.031,-0.009,-0.002,0.028,-0.007,0.021,0.008,0.031,-0.009,-0.002,0.028,-0.007
Non-CDHP,Outpatient,Visits,Surgery,NA,2016,563.982,62.779,"4,706.15",523.856,119.84,1,"4,708.32",524.097,119.784,0.048,0.058,0.039,0.008,0.003,0.042,0.006,0.07,0.067,0.071,-0.001,0,0.072,-0.001
Non-CDHP,Outpatient,Visits,Surgery,NA,2017,585.666,64.104,"4,964.11",543.342,117.98,0.991,"4,921.11",538.636,119.011,0.038,0.021,0.055,-0.016,-0.009,0.045,-0.006,0.111,0.089,0.13,-0.016,-0.009,0.12,-0.008
Non-CDHP,Outpatient,Visits,Surgery,NA,2018,627.531,66.964,"5,327.65",568.516,117.788,0.977,"5,205.88",555.521,120.543,0.071,0.045,0.073,-0.002,-0.014,0.058,0.013,0.191,0.138,0.213,-0.018,-0.023,0.185,0.005
Non-CDHP,Professional,NA,Administered Drugs,NA,2014,180.256,6.093,462.706,15.639,389.57,1,462.706,15.639,389.57,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Administered Drugs,NA,2015,200.447,6.544,541.768,17.687,369.987,0.939,508.681,16.607,394.052,0.112,0.074,0.171,-0.05,-0.061,0.099,0.012,0.112,0.074,0.171,-0.05,-0.061,0.099,0.012
Non-CDHP,Professional,NA,Administered Drugs,NA,2016,224.656,7.256,615.991,19.896,364.706,0.919,565.851,18.277,397.022,0.121,0.109,0.137,-0.014,-0.022,0.112,0.008,0.246,0.191,0.331,-0.064,-0.081,0.223,0.019
Non-CDHP,Professional,NA,Administered Drugs,NA,2017,251.025,8.289,701.627,23.168,357.776,0.914,641.408,21.18,391.366,0.117,0.142,0.139,-0.019,-0.005,0.134,-0.014,0.393,0.36,0.516,-0.082,-0.086,0.386,0.005
Non-CDHP,Professional,NA,Administered Drugs,NA,2018,290.788,9.484,800.248,26.1,363.372,0.947,758.072,24.725,383.588,0.158,0.144,0.141,0.016,0.036,0.182,-0.02,0.613,0.557,0.729,-0.067,-0.053,0.638,-0.015
Non-CDHP,Professional,NA,Administration of Drugs,NA,2014,31.726,2.137,51.007,3.436,621.992,1,51.007,3.436,621.992,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Administration of Drugs,NA,2015,34.026,2.158,53.31,3.381,638.273,1.03,54.92,3.483,619.566,0.073,0.01,0.045,0.026,0.03,0.077,-0.004,0.073,0.01,0.045,0.026,0.03,0.077,-0.004
Non-CDHP,Professional,NA,Administration of Drugs,NA,2016,34.917,2.279,53.912,3.519,647.676,1.024,55.225,3.605,632.275,0.026,0.056,0.011,0.015,-0.006,0.006,0.021,0.101,0.067,0.057,0.041,0.024,0.083,0.017
